Works / Goods,Region,Location,Sector,Project,Funding Stage,Amount,Expenditure,Initial Phase Status,Procurement Phase Status,Contract Signing, Implementation Phase Status,Site handover date,Start Date,Actual completion date,Overall Status ,Type,Project ID,Latitude,Longitude,Donor,Implementation_duration
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,11625.41865,11131.59743,Completed,PO + Contract issuance done,10/23/2018,Substantial completion / handover done,11/22/2018 0:00,11/29/2018 0:00,3/11/2019,Completed,School,112158,32.846597,13.132059,Germany,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,14154.495,13722.36231,Completed,PO + Contract issuance done,10/19/2018,Substantial completion / handover done,11/17/2018 0:00,11/24/2018 0:00,3/1/2019,Completed,School,98720,32.843303,13.117147,Japan,133
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,14166.36703,14398.53143,Completed,PO + Contract issuance done,10/19/2018,Substantial completion / handover done,11/17/2018 0:00,11/24/2018 0:00,3/1/2019,Completed,School,98720,32.790746,13.087356,Japan,133
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,24212.30924,24466.27613,Completed,PO + Contract issuance done,10/19/2018,Substantial completion / handover done,11/17/2018 0:00,11/24/2018 0:00,3/1/2019,Completed,School,98720,32.850426,13.115976,Japan,133
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,14736.72884,12240.16297,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18396.28403,15279.74878,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18290.58662,15191.95769,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15015.83082,12471.98196,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15289.70192,12699.45625,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,59538.941,59510.56165,Completed,PO + Contract issuance done,8/25/2019,Substantial completion / handover done,6/17/2020 0:00,,1/3/2021,Completed,School,112158,32.682272,13.124754,South Korea,497
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,0,0,Completed,PO + Contract issuance done,8/25/2019,Substantial completion / handover done,6/17/2020 0:00,,1/3/2021,Completed,School,112158,32.691035,13.150522,South Korea,497
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,0,0,Completed,PO + Contract issuance done,8/25/2019,Substantial completion / handover done,6/17/2020 0:00,,1/3/2021,Completed,School,112158,32.599799,13.212469,South Korea,497
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,18724.21388,28189.63516,Completed,PO + Contract issuance done,11/26/2018,Substantial completion / handover done,12/16/2018 0:00,12/23/2018 0:00,4/19/2020,Completed,School,112158,32.68234444,13.12479722,EU,510
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,14801.97054,0,Completed,PO + Contract issuance done,11/26/2018,Substantial completion / handover done,12/16/2018 0:00,12/23/2018 0:00,4/19/2020,Completed,School,112158,32.69120833,13.15063889,EU,510
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,24460.4964,29809.05864,Completed,PO + Contract issuance done,11/26/2018,Substantial completion / handover done,12/16/2018 0:00,12/23/2018 0:00,4/19/2020,Completed,School,112158,,,EU,510
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18868.76223,15672.18391,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,14734.51867,12238.32722,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,32.61827778,13.22286111,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,17829.57,14809.04241,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15595.43809,12953.39731,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,16627.58905,13810.69041,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,15275.64858,11745.3079,Completed,PO + Contract issuance done,11/27/2018,Substantial completion / handover done,12/12/2018 0:00,12/19/2018 0:00,3/26/2019,Completed,School,112158,32.302,13.268,USA,119
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,19723.15832,16133.14284,Completed,PO + Contract issuance done,11/27/2018,Substantial completion / handover done,12/12/2018 0:00,12/19/2018 0:00,3/26/2019,Completed,School,112158,32.381,13.229,USA,119
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,16927.73669,22991.798,Completed,PO + Contract issuance done,11/27/2018,Substantial completion / handover done,12/12/2018 0:00,12/19/2018 0:00,3/26/2019,Completed,School,112158,32.467,13.256,USA,119
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,12426.7494,11798.1004,Completed,PO + Contract issuance done,11/19/2018,Substantial completion / handover done,12/19/2018 0:00,12/26/2018 0:00,11/7/2019,Completed,School,112158,32.408,13.228,USA,353
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,28157.57737,31251.58004,Completed,PO + Contract issuance done,11/19/2018,Substantial completion / handover done,12/19/2018 0:00,12/26/2018 0:00,11/7/2019,Completed,School,112158,32.299,13.269,USA,353
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,17114.57758,14562.59603,Completed,PO + Contract issuance done,11/19/2018,Substantial completion / handover done,12/19/2018 0:00,12/26/2018 0:00,11/7/2019,Completed,School,112158,32.444,13.283,USA,353
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,14514.81751,12055.84588,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18055.83048,14996.97185,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18967.51729,15754.20877,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18257.7441,15164.67905,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15854.6724,13168.71445,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,26281.32609,26281.32609,Completed,PO + Contract issuance done,11/8/2018,Substantial completion / handover done,11/15/2018 0:00,11/22/2018 0:00,4/25/2019,Completed,School,98720,32.90506,13.25506,South Korea,168
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,20010.90671,20010.90671,Completed,PO + Contract issuance done,11/8/2018,Substantial completion / handover done,11/15/2018 0:00,11/22/2018 0:00,4/25/2019,Completed,School,98720,32.88698,13.23045,South Korea,168
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,23505.17491,23428.97715,Completed,PO + Contract issuance done,11/8/2018,Substantial completion / handover done,11/15/2018 0:00,11/22/2018 0:00,4/25/2019,Completed,School,98720,32.89345,13.23845,South Korea,168
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,24237.42166,21192.93046,Completed,PO + Contract issuance done,10/26/2018,Substantial completion / handover done,11/2/2018 0:00,11/9/2018 0:00,3/6/2019,Completed,School,98720,32.90326,13.23848,Japan,131
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,9422.221743,12381.05437,Completed,PO + Contract issuance done,10/26/2018,Substantial completion / handover done,11/2/2018 0:00,11/9/2018 0:00,3/6/2019,Completed,School,98720,32.88927,13.23707,Japan,131
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,9558.569263,9899.475964,Completed,PO + Contract issuance done,10/26/2018,Substantial completion / handover done,11/2/2018 0:00,11/9/2018 0:00,3/6/2019,Completed,School,98720,32.89054,13.24417,Japan,131
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18397.39761,15280.6737,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15182.27794,12610.23109,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,16349.07053,13579.35603,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18021.1994,14968.20766,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,16967.75896,14093.23176,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Supply of Generators,Phase 1,29789.12742,32398.64143,Completed,PO + Contract issuance done,10/3/2018,Substantial completion / handover done,,,6/30/2019,Completed,Generator,98720,,,Germany,270
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,16541.2735,50421.20769,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.77055,13.4718,South Korea,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,15342.08775,0,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.75745,13.31022,South Korea,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,18574.32102,0,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.88028,13.3077,South Korea,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,15692.35305,61533.41831,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.86849,13.3605,South Korea,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,22142.35589,0,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.8906,13.33425,South Korea,139
Works ,West,Tripoli,Education ,Rehabilitation of School,Phase 1,19728.06629,0,Completed,PO + Contract issuance done,7/19/2018,Substantial completion / handover done,8/18/2018 0:00,8/25/2018 0:00,12/5/2018,Completed,School,98720,32.79374,13.4407,South Korea,139
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,17457.66139,14500.13926,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15787.86726,13113.22684,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,18753.16265,15576.16819,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,15739.41445,13072.98247,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,West,Tripoli,Health ,Suppy of Medical Equipment,Phase 1,13084.89449,10868.16774,Completed,PO + Contract issuance done,1/29/2019,Substantial completion / handover done,,,11/5/2020,Completed,Medical Equipment,98720,,,Norway,646
Goods ,East,Ajdabiya,Public Infrastructure and Services,Supply of Fire Fighting Trucks,Broadening,317229.6216,254588.6258,Completed,PO + Contract issuance done,6/25/2020,Substantial completion / handover done,,,5/7/2021,Completed,Firetruck,112158,,,Germany,316
Goods ,East,Ajdabiya,Solid Waste Management,Supply of Garbage Trucks,Broadening,73765.7355,55611.64282,Completed,PO + Contract issuance done,6/2/2020,Substantial completion / handover done,,,6/11/2021,Completed,Garbage truck,112158,,,South Korea,374
Works ,West,Bani Walid,Education ,Rehabilitation of University,Deepening,114678.1224,0,Completed,,,,,,,In Development,University,,,,,
Works ,West,Bani Walid,Education ,Rehabilitation of University,Deepening,153942.0278,0,Completed,,,,,,,In Development,University,,,,,
Works ,West,Bani Walid,Education ,Rehabilitation of University,Deepening,209612.5858,0,Completed,,,,,,,In Development,University,,31.744145,14.009215,,
Works ,West,Bani Walid,Education ,Rehabilitation of University,Deepening,69950.87984,69950.87984,Completed,PO + Contract issuance done,3/25/2021,Substantial completion / handover done,6/10/2021 0:00,6/20/2021 0:00,10/4/2021,Completed,University,122619,31.757287,14.0259,EU,193
Goods ,West,Bani Walid,Energy ,Provision of Power Cables,Deepening,78551.55151,78551.55151,Completed,PO + Contract issuance done,10/16/2019,Substantial completion / handover done,,,10/26/2019,Completed,Cable,112158,,,USA,10
Goods ,West,Bani Walid,WASH,Supply of Sewage Pumps,Deepening,16823.43657,16823.43657,Completed,PO + Contract issuance done,4/25/2021,Substantial completion / handover done,,,5/27/2021,Completed,Water Pump,112158,,,UK,32
Goods ,East,Benghazi ,WASH,Supply of Sewage Pumps,Deepening,223663.7513,192436.3738,Completed,PO + Contract issuance done,9/15/2019,Substantial completion / handover done,,,6/22/2020,Completed,Sewage Pump,112158,,,EU,281
Works ,East,Benghazi ,Health ,Rehabilitation of Hospital,Deepening,178772.9634,178745.3758,Completed,PO + Contract issuance done,5/6/2020,Substantial completion / handover done,6/14/2020 0:00,7/30/2020 0:00,4/8/2021,Completed,Hospital,112158,32.076917,20.092889,Norway,337
Works ,East,Benghazi ,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,71681.31254,71681.31254,Completed,PO + Contract issuance done,7/9/2020,Substantial completion / handover done,7/20/2020 0:00,,12/18/2020,Completed,Public Infrastructure,112158,32.119151,20.059695,Germany,162
Works ,East,Benghazi ,Education ,Rehabilitation of School,Deepening,96613.86266,96598.54757,Completed,PO + Contract issuance done,12/18/2019,Substantial completion / handover done,12/23/2019 0:00,,7/20/2020,Completed,School,112158,32.115417,20.064722,Germany,215
Works ,East,Benghazi ,Education ,Rehabilitation of School,Deepening,103199.2487,102696.2501,Completed,PO + Contract issuance done,6/18/2020,Substantial completion / handover done,7/27/2020 0:00,,10/14/2020,Completed,School,112158,32.143917,20.086722,Japan,118
Works ,East,Benghazi ,Energy ,Supply and Installation of Solar Street Lights,Deepening,818666.9299,818666.9299,Completed,PO + Contract issuance done,1/9/2020,Substantial completion / handover done,6/29/2020 0:00,8/16/2020 0:00,6/10/2021,Completed,Solar Street Light,112158,,,Germany,518
Works ,East,Benghazi ,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,264169.7825,264137.2378,Completed,PO + Contract issuance done,8/22/2020,Substantial completion / handover done,,11/18/2020 0:00,4/10/2021,Completed,Public Infrastructure,112158,32.118155,20.057811,Norway,231
Works ,East,Benghazi ,Health ,Rehabilitation of Clinic,Deepening,30429.82566,30429.82566,Completed,PO + Contract issuance done,12/5/2020,Substantial completion / handover done,12/10/2020 0:00,,2/11/2021,Completed,Clinic,98720,,,France,68
Works ,East,Benghazi ,Energy ,Rehabilitation of Substation,Deepening,64118.03639,64118.03639,Completed,PO + Contract issuance done,6/26/2021,Substantial completion / handover done,,7/28/2021 0:00,11/28/2021,Completed,Substation,112158,32.03624148,20.04402914,Libya,155
Goods ,East,Derna,Health ,Supply of Ambulances,Broadening,106921.7889,94675.60818,Completed,PO + Contract issuance done,1/21/2020,Substantial completion / handover done,,,10/6/2020,Completed,Ambulance,112158,,,Germany,259
Goods ,East,Derna,Solid Waste Management,Supply of Garbage Trucks,Broadening,196928.7857,148463.6901,Completed,PO + Contract issuance done,6/2/2020,Substantial completion / handover done,,,6/11/2021,Completed,Garbage truck,112158,,,South Korea,374
Goods ,East,Derna,Public Infrastructure and Services,Supply of Fire Fighting Trucks,Broadening,293705.452,235709.6006,Completed,PO + Contract issuance done,6/25/2020,Substantial completion / handover done,,,5/7/2021,Completed,Firetruck,112158,,,Germany,316
Goods ,East,Derna,WASH,Supply of Pesticide Sprayer Trucks,Broadening,71783.94338,59860.24796,Completed,PO + Contract issuance done,6/25/2020,Substantial completion / handover done,,,12/16/2020,Completed,Pesticide Sprayer,98720,,,France,174
Goods ,East,Derna,Health ,Supply of Generators,Broadening,102649.1587,38058.25888,Completed,PO + Contract issuance done,6/25/2020,Substantial completion / handover done,,,1/28/2021,Completed,Incinerator,121748,,,Japan,217
Goods ,East,Derna,WASH,Supply of Water Pumps,Broadening,46922.93676,41332.766,Completed,PO + Contract issuance done,4/13/2021,Substantial completion / handover done,,,11/8/2021,Completed,Water Pump,112158,32.7519513,22.640652,UK,209
Works ,East,Derna,Public Infrastructure and Services,Rehabilitation of Public Market ,Broadening,134233.813,0,Completed,PO + Contract issuance done,6/22/2022,,,,,Underway,Public Infrastructure,127766,,,Japan,
Works ,East,Derna,Education ,Rehabilitation of School,Broadening,87330.12852,78586.93859,Completed,PO + Contract issuance done,12/27/2020,Substantial completion / handover done,1/25/2021 0:00,2/20/2021 0:00,7/14/2021,Completed,School,112158,,,Libya,199
Goods ,South,Ghat,WASH,Supply of Sewage Suction Trucks,Broadening,363592.6138,325946.0496,Completed,PO + Contract issuance done,7/23/2019,Substantial completion / handover done,,,11/12/2020,Completed,Sewage suction truck,112158,24.95831111,10.17555833,Japan,478
Goods ,South,Ghat,WASH,Supply of Sewage Suction Trucks,Broadening,374792.9015,359748.2346,Completed,PO + Contract issuance done,7/18/2019,Substantial completion / handover done,,,7/14/2020,Completed,Water Tanker,112158,24.95831111,10.17555833,Germany,362
Goods ,South,Ghat,WASH,Supply of Vehicles,Broadening,201029.2099,197214.4927,Completed,PO + Contract issuance done,7/25/2019,Substantial completion / handover done,,,12/18/2019,Completed,Vehicle,112158,24.95831111,10.17555833,USA,146
Goods ,South,Ghat,WASH,Supply of Pesticide Sprayer Trucks,Broadening,97158.61948,87511.67192,Completed,PO + Contract issuance done,7/23/2019,Substantial completion / handover done,,,3/18/2020,Completed,Pesticide Sprayer,112158,24.97523333,10.18488889,EU,239
Goods ,South,Ghat,WASH,Supply of Generators,Broadening,172731.4441,172934.269,Completed,PO + Contract issuance done,7/10/2019,Substantial completion / handover done,,,3/16/2020,Completed,Generator,112158,"24.97393889
24.96379722
24.95229444
24.97313056
24.96244444
24.93944444
24.94606389
24.88128333
24.89
24.91415278
25.0925
25.78479722
25.78435833
25.76058611
25.79748333
25.82989444
24.91415278
24.96423889
24.95082778
24.949925
24.97151944","10.07
10.18631389
10.040025
10.01979167
10.18905556
10.16656111
10.0769
10.186225
10.54
10.53444444
10.35299444
10.56254722
10.56076944
10.56488889
10.53606667
10.51439444
10.93833333
10.18750833
10.18582222
10.15880278
10.17559722",Germany,250
Goods ,South,Ghat,WASH,Supply of Sewage Pumps,Broadening,55961.61059,40306.27064,Completed,PO + Contract issuance done,10/17/2019,Substantial completion / handover done,,,6/14/2020,Completed,Sewage Pump,112158,"24.96423889
24.95082778
24.949925
24.97151944","10.18750833
10.18582222
10.15880278
10.17559722",EU,241
Goods ,South,Ghat,WASH,Supply of Water Pumps,Broadening,27783.914,15823.08264,Completed,PO + Contract issuance done,10/16/2019,Substantial completion / handover done,,,6/14/2020,Completed,Water Pump,112158,24.97308333,10.1847,Germany,242
Goods ,South,Ghat,WASH,Supply of Sewage Pumps,Broadening,128763.8334,122346.095,Completed,PO + Contract issuance done,2/25/2020,Substantial completion / handover done,,,10/7/2020,Completed,Water Pump,112158,"24.97393889
24.96379722
24.95229444
24.97313056
24.96244444
24.93944444
24.94606389
24.88128333
24.89
24.91415278
25.0925
25.78479722
25.78435833
25.76058611
25.79748333
25.82989444
24.91415278","10.07
10.18631389
10.040025
10.01979167
10.18905556
10.16656111
10.0769
10.186225
10.54
10.53444444
10.35299444
10.56254722
10.56076944
10.56488889
10.53606667
10.51439444
10.93833333",Japan,225
Goods ,South,Ghat,Public Infrastructure and Services,Supply of Personal Protection Equipment,Broadening,41298.72634,40612.655,Completed,PO + Contract issuance done,6/2/2020,Substantial completion / handover done,,,4/11/2021,Completed,PPE,98720,24.97308333,10.1847,France,313
Goods ,South,Ghat,WASH,Supply of Generators,Broadening,97709.6259,26098.80738,Completed,PO + Contract issuance done,10/18/2019,Substantial completion / handover done,,,3/18/2020,Completed,Generator,112158,24.97308333,10.1847,EU,152
Goods ,South,Ghat,Energy ,Provision of Power Cables,Broadening,117510.2966,117510.2966,Completed,PO + Contract issuance done,7/30/2019,Substantial completion / handover done,,,9/23/2019,Completed,Cable,112158,24.964075,10.18579167,USA,55
Goods ,South,Ghat,WASH,Supply of Equipment,Broadening,2979.383655,2979.383655,Completed,PO + Contract issuance done,8/14/2020,Substantial completion / handover done,,,5/11/2021,Completed,Mechanical equipment,112158,24.97308333,10.1847,Germany,270
Goods ,South,Ghat,WASH,Supply of Sewage Pumps,Broadening,35203.48349,0,BOQ development stage,,,,,,,In Development,Water Pump,,,,,
Goods ,South,Ghat,WASH,Supply of Pipes and Fittings,Broadening,6654.472495,0,BOQ development stage,,,,,,,In Development,WASH equipment,,,,,
Goods ,South,Ghat,WASH,Supply of Pipes and Fittings,Broadening,5362.05926,0,BOQ development stage,,,,,,,In Development,WASH equipment,,,,,
Works ,South,Kufra,WASH,Borehole Drilling,Broadening,136946.6975,0,Completed,PO + Contract issuance done,,,3/31/2021 0:00,,,With Procurement,Borehole drilling,112158,"24.3261916666667
24.2199388888889","23.1863083333333
23.2964083333333",EU,
Works ,South,Kufra,Energy ,Supply of transformers,Broadening,78366.39541,0,Completed,,1/29/2021,,3/2/2021 0:00,,,In Development,Transformers,122619,,,,
Works ,South,Kufra,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Broadening,389741.5229,0,Completed,,,,,,,In Development,Public Infrastructure,,,,Germany,
Works ,South,Kufra,Energy ,Supply and Installation of Solar Street Lights,Broadening,491795.6396,491795.6396,Completed,PO + Contract issuance done,7/13/2020,Substantial completion / handover done,10/12/2020 0:00,,4/8/2021,Completed,Solar Street Light,112158,,,Norway,269
Works ,South,Kufra,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Broadening,53506.22743,0,BOQ development stage,,,,,,,In Development,Public Infrastructure,,,,,
Goods ,South,Kufra,Public Infrastructure and Services,Supply of Fire Fighting Trucks,Broadening,105813.5355,0,BOQ development stage,,,,,,,In Development,Firetruck,,,,,
Goods ,South,Kufra,Public Infrastructure and Services,Supply of Vehicles,Broadening,109731.3277,83759.58802,Completed,PO + Contract issuance done,5/20/2020,Substantial completion / handover done,,,5/25/2021,Completed,Mechanical equipment,112158,,,Germany,370
Works ,South,Kufra,Education ,Rehabilitation of School,Broadening,59891.71107,0,To be initiated,,,,,,,In Development,School,,,,,
Works ,South,Kufra,Education ,Rehabilitation of School,Broadening,80002.68082,0,To be initiated,,,,,,,In Development,School,,,,,
Works ,South,Sebha ,Education ,Rehabilitation of School,Deepening,170476.0702,169882.5548,Completed,PO + Contract issuance done,12/12/2019,Substantial completion / handover done,1/8/2020 0:00,,8/27/2020,Completed,School,112158,"27.0283972222222
27.0254333333333","14.4411833333333
14.4364833333333",Germany,259
Works ,South,Sebha ,Education ,Rehabilitation of School,Deepening,171275.0155,171211.7498,Completed,PO + Contract issuance done,10/17/2019,Substantial completion / handover done,10/31/2019 0:00,,5/11/2020,Completed,School,112158,"27.0249
27.0266333333333","14.4323222222222
14.4330194444444",EU,207
Works ,South,Sebha ,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,120593.649,119637.3806,Completed,PO + Contract issuance done,11/14/2019,Substantial completion / handover done,,11/12/2019 0:00,7/5/2021,Completed,Public Infrastructure,112158,27.04611944,14.42039167,Japan,599
Works ,South,Sebha ,Education ,Rehabilitation of School,Deepening,88464.45217,0,Completed,PO + Contract issuance done,8/10/2022,Work progress 0 - 25%,8/21/2022 0:00,,,Underway,School,112158,"27.0360833333333
27.0372916666667","14.411175
14.4127972222222",Netherlands,
Works ,South,Sebha ,Education ,Rehabilitation of School,Deepening,93331.9589,93217.4136,Completed,PO + Contract issuance done,2/14/2020,Substantial completion / handover done,9/1/2020 0:00,9/8/2020 0:00,1/21/2021,Completed,School,112158,"27.04135
27.04985","14.430925
14.4158777777778",Japan,342
Works ,South,Sebha ,Education ,Rehabilitation of School,Deepening,42699.4298,42684.22687,Completed,PO + Contract issuance done,3/27/2020,Substantial completion / handover done,9/29/2020 0:00,,5/5/2021,Completed,School,112158,26.43858056,14.27355278,Germany,404
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,79220.10523,0,Completed,PO + Contract issuance done,1/20/2022,Work progress over 75%,2/1/2022 0:00,,,Underway,Clinic,122619,27.06589444,14.41968056,EU,
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,172061.0102,172060.5773,Completed,PO + Contract issuance done,1/12/2020,Substantial completion / handover done,1/20/2020 0:00,,8/24/2020,Completed,Clinic,112158,27.01353333,14.44078333,Netherlands,225
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,30876.74837,30853.9786,Completed,PO + Contract issuance done,12/5/2019,Substantial completion / handover done,1/2/2020 0:00,,5/3/2020,Completed,Clinic,112158,27.0361,14.41595556,EU,150
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,52846.93176,52828.77751,Completed,PO + Contract issuance done,12/6/2019,Substantial completion / handover done,1/19/2020 0:00,1/26/2020 0:00,1/10/2021,Completed,Clinic,112158,27.04213333,14.40374167,Japan,401
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,48509.43813,49516.06429,Completed,PO + Contract issuance done,6/26/2020,Substantial completion / handover done,9/6/2020 0:00,9/10/2020 0:00,1/5/2021,Completed,Clinic,112158,"27.0479444444444
27.0408166666667","14.4284694444444
14.4339111111111",Germany,193
Goods ,South,Sebha ,Health ,Supply of Ambulances,Deepening,44323.00309,31062.06901,Completed,PO + Contract issuance done,9/23/2019,Substantial completion / handover done,,,3/12/2020,Completed,Ambulance,112158,26.43950278,14.27448611,South Korea,171
